ID,Community,Title,Contact given name,Contact family name,Author list,Keywords,Abstract,Subcommittee Selection,Contribution Type Selection,Paper vs. Note
paper818,", ",Detecting Error-Related Negativity for Interaction Design,Chi,Vi,"Chi Vi, Sriram Subramanian",Input and Interaction Technologies,In this paper we examine the ability to detect a characteristic brain potential associated with errors called the Error-Related Negativity (ERN) using off-the-shelf headsets and examine its applicability to HCI activities. We first show that ERN can be seen on signals captured by EEG headsets like Emotiv™ when doing a typical multiple choice reaction time (RT) task – Flanker task. We then present a single-trial online ERN algorithm that works by pre-computing the coefficient matrix of a logistic regression classifier using some data from a multiple choice reaction time task and uses it to classify incoming signals of that task on a single trial of data. We apply it to an interactive selection task that involved users selecting an object under time pressure. Furthermore the study was conducted in a typical office environment with ambient noise. Our results show that online single trial ERN detection is possible using off-the-shelf headsets during tasks that are typical of interactive applications. We then design a Superflick experiment with an integrated module mimicking an ERN detector to evaluate the accuracy of detecting ERN in the context of assisting users in interactive tasks. Based on the these results we discuss and present several scenarios where ERN could be applied to HCI.,Int. Techniques,Refinement,Paper
paper868,", ",Utilizing Shear as a Supplemental Two-Dimensional Input Channel for Rich Touchscreen Interaction,Chris,Harrison,"Chris Harrison, Scott Hudson",Input and Interaction Technologies; Handheld Devices and Mobile Computing,"Touch input is extraordinarily constrained, typically only providing finger X/Y coordinates. To access and switch between different functions, valuable screen real estate must be allocated to buttons and menus, or users must perform special actions, such as touch-and-hold, double tap, or multi-finger chords. Even still, this only adds a few bits of additional information, leaving touch interaction unwieldy for many tasks. In this work, we suggest using a largely unutilized input dimension: shear.  Shear, similar to pressure, can be used in concert with conventional finger X/Y tracking. However, shear uniquely provides a rich, 2D input space, which has many powerful uses. We put forward five classes of advanced interaction that considerably expand the envelope of interaction on touchscreens.",Int. Techniques,Refinement,Note
paper905,", ",mClerk: Enabling Mobile Crowdsourcing in Developing Regions,Aakar,Gupta,"Aakar Gupta, Bill Thies, Edward Cutrell, Ravin Balakrishnan",Handheld Devices and Mobile Computing; Social Computing and Social Navigation; User Studies,"Global crowdsourcing platforms could offer new employment opportunities to low-income workers in developing countries. However, the impact to date has been limited because poor communities usually lack access to computers and the Internet. \  \ This paper presents mClerk, a new platform for mobile crowdsourcing in developing regions. mClerk sends and receives tasks via SMS, making it accessible to anyone with a low-end mobile phone.  However, mClerk is not limited to text: it leverages a little-known protocol to send small images via ordinary SMS, enabling novel distribution of graphical tasks. \  \ Via a 5-week deployment in semi-urban India, we demonstrate that mClerk is effective for digitizing local-language documents. Usage of mClerk spread virally from 10 users to 239 users, who digitized over 25,000 words during the study. We discuss the social ecosystem surrounding this usage, and evaluate the potential of mobile crowdsourcing to both deliver and derive value from users in developing regions.",Applic.,Refinement,Paper
paper1046,", ",“Baby It’s Cold Outside”: The Influence of Ambient Temperature and Humidity on Thermal Feedback,Martin,Halvey,"Martin Halvey, Graham Wilson, stephen brewster, Stephen Hughes",Input and Interaction Technologies; Handheld Devices and Mobile Computing; User Interface Design; Tactile & Haptic UIs,"Thermal feedback is a new area of research in HCI and, as such, there has been very little investigation of the impact of environmental factors on its use for interaction. To ad-dress this shortcoming we conducted an experiment to investigate how ambient temperature and humidity could affect the usability of thermal feedback. If environmental conditions affect perception significantly, then it may not be suitable for mobile interactions. Evaluations were con-ducted outdoors in varying environmental conditions over a period of 5 months. Results showed that the ambient temperature has a significant impact on people’s ability to detect stimuli and also their perception of these stimuli. Humidity has a negligible effect for most values, with only very high or low humidity (>90% and <30%) affecting perception. Despite this, previous thermal feedback design recommendations still hold in varying temperatures and humidity’s showing that thermal feedback is a useful tool for mobile interaction.",Cap. & Mod.,Refinement,Paper
paper1055,", ",Putting Your Best Foot Forward: Investigating Real-World Mappings for Foot-based Gestures,Jason,Alexander,"Jason Alexander, Teng Han, William Judd, Pourang Irani, Sriram Subramanian",Input and Interaction Technologies; Handheld Devices and Mobile Computing,"Foot-based gestures have recently received attention as an alternative interaction mechanism in situations where the hands are pre-occupied or unavailable. This paper investigates suitable real-world mappings of foot gestures to invoke commands and interact with virtual workspaces. Our first study identified user preferences for mapping common mobile-device commands to gestures. We distinguish these gestures in terms of discrete and continuous command input. While discrete foot-based input has relatively few parameters to control, continuous input requires careful design considerations on how the user's input can be mapped to a control parameter (e.g. the volume knob of the media player). We investigate this issue further through three user-studies. Our results show that rate-based techniques are significantly faster, more accurate and result if far fewer target crossings compared to displacement-based interaction. We discuss these findings and identify design recommendations. ",Int. Techniques,Refinement,Paper
paper1063,", ",Bridging Between Organizations and the Public: Volunteer Coordinators’ Uneasy Relationship with Social Computing,Amy,Voida,"Amy Voida, Ellie Harmon, Ban Al-Ani","Social Computing and Social Navigation; Computer Supported Cooperative Work (CSCW); Empirical Methods, Qualitative","We present the results of a qualitative study of the use of social computing technologies by volunteer coordinators at nonprofit organizations. The work of volunteer coordinators is bridge-building work—bringing together numerous public constituencies as well as constituencies within their organization. One might expect this class of work to be well supported by social computing. However, we find that, in many ways, this class of technology fails to adequately bridge between organizations and the public. We discuss a number of strategies for bridge-building via social computing technologies, numerous challenges faced by volunteer coordinators in their use of these technologies, and implications for the design of social software to better support bridge-building between organizations and the public.",Beyond Indiv.,Users,Paper
paper1056,", ",User Learning and Performance with Bezel Menus,Mohit,Jain,"Mohit Jain, Ravin Balakrishnan",Handheld Devices and Mobile Computing; Input and Interaction Technologies,"Touchscreen phones tend to require constant visual attention, thus not allowing eyes-free interaction. For users with visual impairment, or when occupied with another task that requires a user’s visual attention, these phones can be difficult to use. Recently, marks initiating from the bezel, the physical touch-insensitive frame surrounding a touchscreen display, have been proposed as a method for eyes-free interaction. Due to the physical form factor of the mobile device, it is possible to access different parts of the bezel eyes-free. In this paper, we first studied the performance of different bezel menu layouts. Based on the results, we designed a bezel-based text entry application to gain insights into how bezel menus perform in a real-world application. From a longitudinal study, we found that the participants achieved 9.2 words per minute in situations requiring minimal visual attention to the screen. After only one hour of practice, the participants transitioned from novice to expert users. This shows that bezel menus can be adopted for realistic applications.",Int. Techniques,Refinement,Paper
paper1065,", ",Personalized Input: Improving Ten-Finger Touchscreen Typing through Automatic Adaptation,Leah,Findlater,"Leah Findlater, Jacob Wobbrock",Input and Interaction Technologies; User Studies,"Although typing on touchscreens is slower than physical keyboards, touchscreens offer a major potential advantage: they are software-based, and, as such, the keyboard layout and classification models used to interpret key presses can dynamically adapt to suit each user’s typing patterns. To explore this potential, we introduce and evaluate two novel personalized keyboard interfaces that adapt their underlying key-press classification models. Additionally, we explore the effect of visualizing the location of the adapted keys versus maintaining a visually stable rectangular layout. A three-session user evaluation showed that the adaptive keyboard that does not visually change significantly improved typing speed compared to a static control condition. Although the visually adaptive keyboard did not offer a similar benefit, overall subjective response to both of the new keyboards was positive. As personalized keyboards are still an emerging area of research, we outline a design space that includes dimensions of adaptation and key-press classification features.",Int. Techniques,Refinement,Paper
paper1133,", ",Distributed Sensemaking: Improving Sensemaking by Leveraging the Efforts of Previous Users,Scott,Counts,"Kristie Fisher, Scott Counts, Aniket Kittur",Social Computing and Social Navigation; Computer Supported Cooperative Work (CSCW),"In exploratory work we examined the possibility of distributed sensemaking. Distributed sensemaking would allow a user’s sensemaking efforts to be leveraged at a later time by others users without the users directly collaborating or even knowing one another. We asked users to engage in sensemaking by organizing and annotating web search results into “knowledge maps,” either with or without previous users’ maps to work from. We also recorded gaze patterns as users examined others’ knowledge maps.  We found that distributed sensemaking can improve sensemaking quality, that a user’s sensemaking process is readily apparent to a subsequent user via a knowledge map, and that content organization was more useful to subsequent users than was the content itself.  We discuss the role distributed sensemaking can play in schema induction (helping users make a mental model of an information space) and make recommendations for tools and systems that can be developed in order to best support this type of distributed sensemaking.",Beyond Indiv.,Users,Paper
paper1066,", ",Beyond QWERTY: Augmenting Touch Screen Keyboards with Multi-Touch Gestures for Non-Alphanumeric Input,Leah,Findlater,"Leah Findlater, Ben Lee, Jacob Wobbrock",Input and Interaction Technologies; User Studies,"Although many recent techniques have been proposed to improve text input on touch screens, the vast majority of this research ignores non-alphanumeric input (i.e., punctuation, symbols, and modifiers). To support this input, widely adopted commercial touch-screen interfaces require mode switches to alternate keyboard layouts for most punctuation and symbols. Our approach is to augment existing ten-finger QWERTY keyboards with multi-touch gestural input that can exist as a complement to the moded-keyboard approach. To inform our design, we conducted a study to elicit user-defined gestures from 20 participants. The final gesture set included both multi-touch and single-touch gestures for commonly used non-alphanumeric text input. We implemented and conducted an evaluation of a touch-screen keyboard augmented with this technique. Findings show that using gestures for non-alphanumeric input is no slower than using keys, and that users strongly prefer gestures to a moded-keyboard interface. ",Int. Techniques,Refinement,Note
paper665,", ",Improving Recoloring with Situation-Specific Modeling,David,Flatla,"David Flatla, Carl Gutwin",Universal (or Disability)  Access; Visualization,"Color is commonly used to convey information in digital environments, but colors can be difficult to distinguish for many users – either because of a congenital color vision deficiency (CVD), or because of situation-induced CVDs such as wearing colored glasses or working in sunlight. Recoloring tools exist, but these all use abstract models of only a few types of congenital CVD; if the user’s color problems have a different cause, existing recolorers can perform poorly. We have developed a recoloring technique based on the idea of situation-specific modeling (SSM) – in which we build a performance-based model of a particular user in their specific environment, and use that model to drive the recoloring process. SSM allows a recolorer to cover a much wider range of CVDs, including acquired and situational deficiencies. We evaluated our SSM-based recolorer against two existing systems in a controlled study where we compared people’s color-matching performance under several environmental conditions. The study included participants with congenital CVD and those without CVD. Our results show that the SSM-based recolorer allowed significantly better accuracy and response time in color- matching tasks. This work demonstrates the value of a situation-specific approach to recoloring, and shows that this technique can substantially improve the usability of color displays for users of all types.",Usability,Sys & Tools,Paper
paper1271,", ",An Automatically Generated Interlanguage Tailored to Speakers of Minority but Culturally Influenced Languages,Luis,Leiva,"Luis Leiva, Vicent Alabau",Computer-Mediated Communication; Universal (or Disability)  Access; Internationalization / Localization,"Users of minority languages often cannot access to the vast amount of resources that are otherwise available in majority languages. To this concern, data-driven Machine Translation (MT) seems a useful asset. However, MT depends on parallel corpora, which is rather limited for such a minority languages. In this paper, we stress the fact that most languages share common roots, and so we can reuse this information to build a usable MT system. Our approach leverages a family of languages closely related to the speaker's native language to construct translations in a coherent mix of these languages. Experimental results indicate that translations generated by following our method can be easily understood, being also a useful aid for users who are not proficient in foreign languages. Our research highlights several key areas for further enhancing the human-computer communication.",Applic.,Innov. & Vis.,Note
paper1285,", ",SphereAvatar: A Situated Display to Represent a Remote Collaborator,Oyewole,Oyekoya,"Oyewole Oyekoya, William Steptoe, Anthony Steed",Augmented Reality and Tangible UI; Visualization; Augmented Reality; Virtual Reality,"An emerging form of telecollaboration utilizes physical representations of remote participants (visitors) in the local physical space (destination). An example is a telepresence robot where the robot captures the destination so that the remote visitors can see and hear what is going, but also acts as a proxy for the visitor. We propose the use of spherical displays to represent the visitors in the destination. We suggest that this has two advantages over other representations: it is possible to tell the identity of the visitor from any direction; and with suitable graphics, it is possible to tell where the visitor is looking. In an experiment we investigate the best ways in which to represent a visitor on a spherical display and we evaluate how accurately the representations convey the direction of an avatar’s head gaze.",Cap. & Mod.,Innov. & Vis.,Paper
paper1357,"user experience, ",Best Faces Forward: A Large-scale Study of People Search in the Enterprise,Ido,Guy,"Ido Guy, Sigalit Ur, Inbal Ronen, Sara Werber, Tolga Oral",Computer Supported Cooperative Work (CSCW); Office and Workplace; User Studies,"This paper presents Faces, an application built to enable effective people search in the enterprise. We take advantage of the popularity Faces has gained within a globally distributed enterprise to provide an extensive analysis of how and why people search is used within the organization. Our study is primarily based on an analysis of the Faces query log over a period of more than four months, with over a million queries and tens of thousands of users. The analysis results are presented across four dimensions: queries, users, clicks, and actions, and lay the foundation for further advancement and research on the topic.   ",Beyond Indiv.,Users,Paper
paper1391,", ",Choosing to Interleave: Human Error and Information Access Cost,Jonathan,Back,"Jonathan Back, Anna Cox, Duncan Brumby","User and Cognitive models; Empirical Methods, Quantitative","People are prone to making more errors when multitasking. Thus in safety-critical environments, it is often considered safer to perform tasks sequentially. Here we explore how the cost of accessing information affects how people choose to interleave. An empirical study based on a medical scenario was conducted. Participants had to program infusion pump devices using information from a prescription form. The physical and mental effort involved in accessing information was manipulated. This was achieved by simply moving the prescription form. Once trained on how to program one device, participants were free to decide how they interleaved the programming of two devices. We demonstrate that by increasing the information access cost, individuals are less likely to omit a required task step. This is because they adopt a more memory-intensive strategy, which encourages interleaving at natural boundaries, i.e., after completing a subgoal. Interleaving at other points disrupts subgoal execution, which can result in task steps being forgotten.",K-People,Users,Note
paper517,", ",ReticularSpaces: Activity-Based Computing Support for Physically Distributed and Collaborative Smart Spaces,Sofiane,Gueddana,"Jakob Bardram, Sofiane Gueddana, Steven Houben, Søren Nielson",Multimedia UIs; Computer-Mediated Communication; Context-Aware Computing; Computer Supported Cooperative Work (CSCW); Handheld Devices and Mobile Computing; Information Architecture; Video Content / Communications; User Studies,"Smart space technology has focused on supporting multiple displays and devices for co-located participants. But users are left to cope with heterogeneous interfaces and information organization as few approaches include collaboration with mobile and remote users outside the smart space. In this paper, we present ReticularSpaces, a multi-display smart space system that addresses these challenges by (a) supporting a unified interaction with applications and documents through ReticUI, a novel UI for distributed displays; (b) managing the complex flow of tasks between users and displays; (c) extending smart room interaction to mobile users in a local, remote or ‘nomadic’ settings; and (d) supporting for collaboration among local and remote users. We describe the motivation, design, and architecture of the system, and report from a preliminary feasibility study. The study shows that participants found ReticularSpaces useful and effective and point out to new open issues in interactive distributed systems for smart environment.",Systems & Tools,Sys & Tools,Paper
paper1523,", ",Impression Formation in Corporate People Tagging,Daphne,Raban,"Daphne Raban, Avinoam Danan, Inbal Ronen, Ido Guy",Social Computing and Social Navigation; Computer-Mediated Communication,"This research explores the relationship between self-presentation and perception by others as manifested explicitly through the use of tags in a people tagging system.   The study provides insights relevant for the professional/work context since it is based on a system implemented within a large global enterprise.  We developed a detailed codebook and used it to categorize 9,506 tags assigned to a sample of the system users. Our analysis examines the use of self tags versus social tags (assigned by others) across different categories and sub-categories. We particularly analyze the degree of overlap between both types of tags in order to inspect the commonalities and differences between self presentation and perception by others and some of the popular terms used to describe participants.",Beyond Indiv.,Users,Paper
paper1574,", ",WebTicket: Account Management Using Printable Tokens,Eiji,Hayashi,"Eiji Hayashi, Bryan Pendleton, Fatih OZENC, Jason Hong",Security,"Passwords are the most common authentication scheme today. However, it is difficult for people to memorize random sequences of characters, as encouraged by best practices. Additionally, passwords do not provide protection against phishing attacks. This paper, introduces WebTicket, a low cost, easy-to-use and reliable web account management system that uses ""tickets"", which are tokens that contain a two-dimensional barcode that can be printed or stored on smartphones. Users can log into accounts by presenting the barcodes to webcams connected to computers. Through two lab studies and one field study consisting of 59 participants in total, we found that WebTicket can provide reliable authentication and phishing resilience.",Applic.,Sys & Tools,Paper
paper1562,", ",Ultra-Tangibles: Creating Movable Tangible Objects on Interactive Tables,Mark,Marshall,"Mark Marshall, Thomas Carter, Jason Alexander, Sriram Subramanian",Tangible UIs,"Tangible User Interfaces placed on interactive surfaces allow users to employ a physical object to manipulate digital content. However, creating the reverse effect—having digital content manipulate a tangible object placed on the surface—is a more challenging task. We present a new approach to this problem, using ultrasound-based air pressure waves to move multiple tangible objects, independently, around an interactive surface. We describe the technical background, design, implementation, and test cases for such a system. We conclude by discussing practical uses of our system, Ultra-Tangibles, in the creation of new tangible user interfaces. ",Systems & Tools,Refinement,Note
paper984,", ",Phylo-Genie:  Engaging Students in Collaborative 'Tree-Thinking' through Tabletop Techniques,Bertrand,Schneider,"Bertrand Schneider, Megan Strait, Laurence Muller, Sarah Elfenbein, Orit Shaer, Chia Shen",E-Learning and Education,"Phylogenetic trees are representations of evolutionary relationships amongst species.  Interviews of instructors and students have revealed that novice biologists have great difficulty understanding phylogenetics. Moreover, misinterpretations of phylogenetics are common among college-level students. In this paper we present Phylo-Genie, a tabletop interface for fostering collaborative learning of phylogenetics.  We conducted an experimental study with 56 participants, comparing students’ conceptual learning and engagement using Phylo-Genie as: 1) a multi-touch tabletop interface and 2) a pen and paper activity. Our findings show that the tabletop implementation fosters collaborative learning by engaging users in the activity. We also shed light on the way in which our design principles facilitated collaboration in a tabletop environment. ",Applic.,Refinement,Paper
paper282,", ",Omnipedia: Bridging the Wikipedia Language Gap,Patti,Bao,"Patti Bao, Brent Hecht, Samuel Carton, Mahmood Quaderi, Michael Horn, Darren Gergle",Computer Supported Cooperative Work (CSCW); Social Computing and Social Navigation,"We present Omnipedia, a system that allows Wikipedia readers to gain insight from up to 25 language editions of Wikipedia simultaneously. Omnipedia highlights the similarities and differences that exist among Wikipedia language editions, and allows users to view information that is unique to each language as well as that which is shared more widely. We detail solutions to numerous front-end and algorithmic challenges inherent to providing users with a hyperlingual Wikipedia experience. These include visualizing Wikipedia content in a language-neutral way and aligning data in the face of diverse information organization strategies and language structures. We then present a user study of Omnipedia to characterize how people interact with information using a highly multilingual lens. We found that users actively sought out information exclusive to unfamiliar language editions and strategically compared how language editions defined concepts. Finally, we briefly discuss how the Omnipedia system generalizes to other sites with similar language barriers.",J-People,Sys & Tools,Paper
paper1646,", ",Biometric-Rich Gestures: A Novel Approach to Authentication on Multi-touch Devices,Katherine,Isbister,"Napa Sae-Bae, Nasir Memon, Katherine Isbister",Security; Handheld Devices and Mobile Computing,"More and more computing devices come equipped with multi-touch capabilities. Some, such as smart phones and tablets, may not have a keyboard at all. However, most multi-touch devices still use typed text passwords for authentication. Typing on a glass screen, often on a smaller surface area, leads users to select weak, short passwords. It is a well known problem in authentication that users are rarely able to stick to recommendations for creating strong passwords. We propose taking advantage of the multi-touch surface to combine biometric techniques with gestural input. We defined a comprehensive set of five-finger touch gestures, based upon classifying movement characteristics of the center of the palm and fingertips, and tested them all in a user study that combined biometric data collection with usability questions. Using pattern recognition techniques, we built a classifier to recognize the unique biometric gesture characteristics of an individual user. We achieved a 90% accuracy rate when using single gestures, and saw a significant improvement when multiple gestures were performed in sequence. We found that user ratings of a gesture’s desirable characteristics (ease, pleasure, excitement) correlated with a gesture’s actual biometric recognition rate--that is to say, user ratings aligned well with gestural security, in contrast to typical text-based passwords. Based on these results, we conclude that multi-touch gestures show great promise as an authentication mechanism.",Cap. & Mod.,Innov. & Vis.,Paper
paper1043,", ","Tag, You Can See It! Using Tags for Access Control in Photo Sharing",Manya,Sleeper,"Peter Klemperer, Yuan Liang, Michelle Mazurek, Manya Sleeper, Blase Ur, Lujo Bauer, Lorrie Faith Cranor, Nitin Gupta, Michael Reiter",Security; User Studies; Usability Research; Privacy,"Users have rich and often complex photo sharing preferences, but properly configuring access control can be difficult and time-consuming. In an 18-participant laboratory study, we explore whether the keywords and captions with which users tag their photos can be used to help users create and maintain access-control policies more intuitively. We find that (a) tags created for organizational purposes can be repurposed to create efficient and reasonably accurate access-control rules; (b) users tagging with access control in mind develop coherent strategies that lead to significantly more accurate rules than those associated with organizational tags alone; and (c) participants understood and actively engaged with the concept of tag-based access control.",Applic.,Refinement,Paper
paper1678,", ",Social Desirability Bias and Self-Reports of Motivation: A Cross-Cultural Study of Amazon Mechanical Turk in the US and India,Judd,Antin,"Judd Antin, Aaron Shaw",Computer Supported Cooperative Work (CSCW); Computer-Mediated Communication,"In this study we build on existing research about motivations \ to participate in online collaborative systems. We examine \ two specific challenges to many existing studies: (1) most \ studies of motivation in online contexts are based on survey \ self-reports, which are susceptible to effects such as social \ desirability bias, and (2) the current body of research about \ online motivation largely fails to examine potential differences \ in motivation across cultures. In this study we investigate \ these two issues through a study of individuals in the \ US and India who do work on the “crowdsourcing” service \ Amazon Mechanical Turk (“MTurk”). Results from more \ than 2400 MTurk workers (“Turkers”) in the two countries \ reveal not only distinct profiles of motivation across cultures, \ but also different profiles of social desirability effects. \ Among US Turkers, due to social desirability bias we find a \ marked over-reporting of each of four motivating factors we \ examined. The over-reporting was particularly large in the \ case of money as a motivator. In contrast, among Turkers \ in India we find a more complex pattern of social desirability \ effects, with workers under-reporting “killing time” and \ “fun” as motivations, and drastically over-reporting “sense \ of purpose.” We conclude by discussing these results and \ proposing implications for future research and design.",J-People,Users,Paper
paper1699,", ",ReGroup: Interactive Machine Learning  in Social Network Access Control,Saleema,Amershi,"Saleema Amershi, James Fogarty, Dan Weld",Agents and Intelligent Systems; Social Computing and Social Navigation,"We present ReGroup, a novel end-user interactive machine learning system to help people create custom, on-demand groups in online social networks. As people add members to a group, ReGroup learns a probabilistic model of group membership and suggests additional members. ReGroup also integrates human knowledge of shared group member properties by suggesting group characteristics for filtering.  \  \ Applying end-user interactive machine learning to social access control highlights several challenges for the design of effective interaction with machine learning. We identify these challenges and discuss how we address them in our design of ReGroup. Our evaluation shows that the various strategies enabled by ReGroup help for different kinds of groups. Furthermore, people perceived our ReGroup interface to be easier and quicker overall, choosing it as their favorite. This is important, because facilitating on demand creation of contextualized groups may help encourage better privacy practices in social networks.  \ ",Systems & Tools,Sys & Tools,Paper
paper756,", ",Examining Technology that Supports Community Policing,Sheena,Lewis,"Sheena Lewis, Dan A. Lewis",Virtual Community / Community Computing; Computer-Mediated Communication; Ethnography,"This paper investigates how citizens use technology to support community policing efforts. To explore the types of conversations that are shared on the community web forum, we conducted an ethnographic study. We analyzed 865 forum posts from a community crime web forum from April 2004 to June 2011. Our findings indicate the residents use the forum to: 1) build relationships by strengthening social ties, 2) discuss ways to take collective action, 3) share information and advice, and 4) regulate the social norms of the neighborhood and the web forum. Results suggest that technologies intended for crime prevention should be designed to support communication and problem-solving discussions amongst residents, as opposed to simply providing information to citizens.",B-People,Users,Paper
paper1706,", ",Mouse tracking: Measuring and predicting users' experience of web-based content,Vidhya,Navalpakkam,"Vidhya Navalpakkam, Elizabeth Churchill","Usability Research; Input and Interaction Technologies; Visualization; World Wide Web and Hypermedia; Empirical Methods, Quantitative; Usability Testing and Evaluation; User Studies; User Experience Design / Experience Design; User Interface Design","Previous studies have used mouse tracking as a tool to measure usability of webpages, user attention and search relevance. In this paper, we go beyond measurement of user behavior to prediction of the resulting user experience from mouse patterns alone. Specifically, we identify mouse markers that can predict user frustration and reading struggles at 75% accuracy (15% better than chance). We believe that mouse-based prediction of user experience is an important advance, and could potentially offer a scalable way to infer user experience on the web. In addition, we demonstrate that mouse tracking could be used for applications such as evaluating ad layout and ad noticing. More generally, it could  be used to infer user attention in complex webpages containing images, text and varied content,  including how attention patterns  vary  with page layout and user distraction.",Usability,Methodology,Paper
paper875,", ",The Social Labor of Service Mediation: A Study  of the Work Practices of Food Assistance Outreach,Lynn,Dombrowski,"Lynn Dombrowski, Amy Voida, Gillian R. Hayes, Melissa Mazmanian","Social and Legal issues; Empirical Methods, Qualitative","In this paper, we present the results of a study of the work practices of food assistance outreach workers. We introduce the construct of service mediation, which includes the social labor and work involved in enabling access to and the use of a service for another person. By building upon current understanding of mediation within HCI, we further explore the different types of activities necessary to enable access and use of services for clients, including outreach, technological assistance, providing knowledge, and ongoing engagement. These activities bring to light the ways in which a service involves fostering a process, bridging relationships, and providing broader scaffolding. The results of our work highlight the necessary role service mediation plays in facilitating use of services and service technologies.",Beyond Indiv.,Users,Paper
paper1110,", ",Annotating BI Visualization Dashboards: Needs & Challenges,Micheline,Elias,"Micheline Elias, Anastasia Bezerianos",Visualization; Office and Workplace; User-Centered Design / Human-Centered Design,"Annotations have been identified as an important aid in  analysis record-keeping and recently data discovery. In this paper we discuss the use of annotations on visualization dashboards, with a special focus on business intelligence (BI) analysis. In-depth interviews with experts lead to new annotation needs for multi-chart visualization systems, on which we based the design of a dashboard prototype that supports data and context aware annotations. We focus particularly on novel annotation aspects, such as multi-target annotations, annotation transparency across charts and data dimension levels, as well as annotation properties such as lifetime and validity. Moreover, our prototype is built on a data layer shared among different data-sources and BI applications, allowing cross application annotations. We discuss challenges in supporting context aware annotations in dashboards and other visualizations, such as dealing with changing annotated data, and provide design solutions. Finally we report reactions and recommendations from a different set of expert users.",Cap. & Mod.,Sys & Tools,Paper
paper990,", ",Understanding Mobile Q&A Usage: An Exploratory Study,Uichin,Lee,"Uichin Lee, Hyanghong Kang, Eunhee YI, Mun Yi, Jussi Kantola","Perceptual & Vision-based UIs; Database access / Information Retrieval; Handheld Devices and Mobile Computing; Social Computing and Social Navigation; Ubiquitous Computing / Smart Environments; Home; Office and Workplace; Empirical Methods, Quantitative; Empirical Methods, Qualitative; User Studies; Service Design"," Recently questioning and answering (Q\\&A) communities that facilitate knowledge sharing among people were introduced to the mobile environments such as Naver Mobile Q\\&A and ChaCha. Mobile Q\\&A is very different from traditional Q\\&A sites in that questions/answers are short in length and are exchanged via mobile devices (e.g., SMS or mobile Internet). While traditional Q\\&A sites have been well investigated, so far little is known about the mobile Q\\&A usage. To understand mobile Q\\&A usage, we analyzed 2.4 million question/answer pairs spanning over a 14 month period from Naver Mobile Q\\&A and performed a complementary survey study of 230 active mobile Q\\&A users. We find that mobile Q\\&A is deeply wired into users’ everyday life activities---its usage is largely dependent on users’ spatial, temporal, social contexts---and the key factors of mobile Q\\&A usage are accessibility/convenience of mobile Q\\&A, promptness of receiving answers, and users’ satisficing behavior of information seeking. We also observe that users tend to seek more factual information attributed to everyday life activities than traditional Q\\&A sites and exhibit a unique pattern of interactive behavior such as repeating and refining questions as coping strategies of seeking information needs. Our main findings reported in the paper have significant implications on the design of mobile Q\\&A systems. ",Beyond Indiv.,Users,Paper
paper1766,", ",Evaluating the Effects of Latency in Online Video Scrubbing,Justin,Matejka,"Justin Matejka, Tovi Grossman, George Fitzmaurice",Video Content / Communications; World Wide Web and Hypermedia,"We first conduct a study using abstracted video content to measure the effects of latency on video scrubbing performance and find that even very small amounts of latency can significantly degrade navigation performance. Based on these results, we present Swift, a technique that supports real-time scrubbing of online videos by overlaying a small, low resolution copy of the video during video scrubbing, and snapping back to the high resolution video when the scrubbing is completed or paused. A second study compares the Swift technique to traditional online video players on a collection of realistic live motion videos and content-specific search tasks which finds the Swift technique reducing completion times by as much as 72% even with a relatively low latency of 500ms. Lastly, we demonstrate that the Swift technique can be easily implemented using modern HTML5 web standards.",Int. Techniques,Refinement,Paper
paper1239,", ",Beyond Stereo: An Exploration of Unconventional Binocular Presentation for Novel Visual Experience,Haimo,Zhang,"Haimo Zhang, Xiang Cao, Shengdong Zhao",Perceptual & Vision-based UIs; Visualization,"Human stereo vision processes the two different images seen by the two eyes to generate depth sensation. While stereoscopic display technologies look at how to faithfully simulate the stereo viewing experience, we took a look out of this scope, to explore how we may present binocular image pairs that differ in other ways to create novel visual experience. This paper presents several interesting techniques we explored, and discusses their potential applications according to an informal user study.",Cap. & Mod.,Innov. & Vis.,Note
paper1788,", ","See Me, See You: A Lightweight Method for  Discriminating User Touches on Tabletop Displays",Xing-Dong,Yang,"Hong Zhang, Xing-Dong Yang, Barrett Ens, Hai-Ning Liang, Pierre Boulanger, Pourang Irani",Input and Interaction Technologies; User Studies; User Interface Design; Perceptual & Vision-based UIs,"Tabletop systems provide a versatile space for collaboration, yet, in many cases, are limited by the inability to differentiate the interactions of simultaneous users. We present See Me, See You, a lightweight approach for discriminating user touches on a vision-based tabletop. We contribute a valuable characterization of finger orientation distributions of tabletop users. We exploit this biometric trait with a machine learning approach to allow the system to predict the correct position of users as they touch the surface. We achieve accuracies as high as 98% in simple situations and above 92% in more challenging conditions, such as two-handed tasks. We show high acceptance from users, who can self-correct prediction errors without significant costs. See Me, See You is a viable solution for providing simple yet effective support for multi-user application features on tabletops.",Cap. & Mod.,Sys & Tools,Paper
